talentlinkId,skill,cleaned_description,reference_text,match_signal_score,similarity_score,semantic_evidence_score,hybrid_score,competency_score,score_band,evidence_excerpt
271339,Data Governance,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Evidence of Data Governance includes practical delivery using Data Governance to solve problems, support implementation, analyse information, and contribute to business outcomes.",0.0,0.01707,0.142254,0.056902,5.69,low,Worked with business and technology teams to refine requirements and test delivery outputs.
271339,Regulatory Reporting,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Supports regulatory reporting by preparing accurate submissions, validating data, and meeting reporting requirements.",0.0,0.025748,0.214567,0.085827,8.58,low,Supported reporting and control improvements across a regulated programme.
271339,Data Analysis,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Applies data analysis to interpret datasets, identify patterns, and produce actionable insights.",0.0,0.0,0.0,0.0,0.0,low,
271339,Power BI,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Uses Power BI to build dashboards, visualise data, and communicate performance insights.",0.0,0.0,0.0,0.0,0.0,low,
271339,Risk Controls,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Applies risk controls to assess issues, strengthen governance, and improve control effectiveness.",0.0,0.015561,0.129677,0.051871,5.19,low,Supported reporting and control improvements across a regulated programme.
271339,ETL Design,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Designs ETL processes to extract, transform, validate, and load data across systems.",0.0,0.0,0.0,0.0,0.0,low,
271339,Programme Delivery,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Supports programme delivery through planning, coordination, tracking actions, and driving milestones.",0.0,0.029177,0.243145,0.097258,9.73,low,"Contributed to stakeholder coordination, issue tracking, and process improvement activity."
271339,Stakeholder Management,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Manages stakeholders by gathering requirements, aligning priorities, and communicating progress clearly.",0.0,0.012577,0.10481,0.041924,4.19,low,Worked with business and technology teams to refine requirements and test delivery outputs.
88320463,Regulatory Reporting,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Supports regulatory reporting by preparing accurate submissions, validating data, and meeting reporting requirements.",0.0,0.025748,0.214567,0.085827,8.58,low,Supported reporting and control improvements across a regulated programme.
88320463,ETL Design,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Designs ETL processes to extract, transform, validate, and load data across systems.",0.0,0.0,0.0,0.0,0.0,low,
88320463,Stakeholder Management,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Manages stakeholders by gathering requirements, aligning priorities, and communicating progress clearly.",0.0,0.012577,0.10481,0.041924,4.19,low,Worked with business and technology teams to refine requirements and test delivery outputs.
88320463,Programme Delivery,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Supports programme delivery through planning, coordination, tracking actions, and driving milestones.",0.0,0.029177,0.243145,0.097258,9.73,low,"Contributed to stakeholder coordination, issue tracking, and process improvement activity."
88320463,Data Governance,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Evidence of Data Governance includes practical delivery using Data Governance to solve problems, support implementation, analyse information, and contribute to business outcomes.",0.0,0.01707,0.142254,0.056902,5.69,low,Worked with business and technology teams to refine requirements and test delivery outputs.
88320463,Data Analysis,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Applies data analysis to interpret datasets, identify patterns, and produce actionable insights.",0.0,0.0,0.0,0.0,0.0,low,
88320463,Power BI,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Uses Power BI to build dashboards, visualise data, and communicate performance insights.",0.0,0.0,0.0,0.0,0.0,low,
88320463,SQL,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Uses SQL to query databases, join tables, transform data, and support reporting or analysis.",0.0,0.014867,0.123889,0.049556,4.96,low,Supported reporting and control improvements across a regulated programme.
88320463,Python,worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Uses Python for scripting, automation, backend development, and data analysis.",0.0,0.0,0.0,0.0,0.0,low,
10435578,Power BI,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Uses Power BI to build dashboards, visualise data, and communicate performance insights.",0.0,0.0,0.0,0.0,0.0,low,
10435578,ETL Design,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Designs ETL processes to extract, transform, validate, and load data across systems.",0.0,0.0,0.0,0.0,0.0,low,
10435578,Risk Controls,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs,"Applies risk controls to assess issues, strengthen governance, and improve control effectiveness.",0.0,0.015561,0.129677,0.051871,5.19,low,Supported reporting and control improvements across a regulated programme.
234628,Python,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Uses Python for scripting, automation, backend development, and data analysis.",0.0,0.0,0.0,0.0,0.0,low,
234628,Risk Controls,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Applies risk controls to assess issues, strengthen governance, and improve control effectiveness.",0.0,0.015561,0.129677,0.051871,5.19,low,Supported reporting and control improvements across a regulated programme.
234628,SQL,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Uses SQL to query databases, join tables, transform data, and support reporting or analysis.",0.0,0.014867,0.123889,0.049556,4.96,low,Supported reporting and control improvements across a regulated programme.
234628,Stakeholder Management,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Manages stakeholders by gathering requirements, aligning priorities, and communicating progress clearly.",0.0,0.012577,0.10481,0.041924,4.19,low,Worked with business and technology teams to refine requirements and test delivery outputs.
234628,ETL Design,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Designs ETL processes to extract, transform, validate, and load data across systems.",0.0,0.0,0.0,0.0,0.0,low,
234628,Data Governance,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Evidence of Data Governance includes practical delivery using Data Governance to solve problems, support implementation, analyse information, and contribute to business outcomes.",0.0,0.01707,0.142254,0.056902,5.69,low,Worked with business and technology teams to refine requirements and test delivery outputs.
234628,Regulatory Reporting,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Supports regulatory reporting by preparing accurate submissions, validating data, and meeting reporting requirements.",0.0,0.025748,0.214567,0.085827,8.58,low,Supported reporting and control improvements across a regulated programme.
234628,Programme Delivery,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Supports programme delivery through planning, coordination, tracking actions, and driving milestones.",0.0,0.029177,0.243145,0.097258,9.73,low,"Contributed to stakeholder coordination, issue tracking, and process improvement activity."
234628,Data Analysis,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Applies data analysis to interpret datasets, identify patterns, and produce actionable insights.",0.0,0.0,0.0,0.0,0.0,low,
234628,Power BI,contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs,"Uses Power BI to build dashboards, visualise data, and communicate performance insights.",0.0,0.0,0.0,0.0,0.0,low,
170674,SQL,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Uses SQL to query databases, join tables, transform data, and support reporting or analysis.",0.0,0.014867,0.123889,0.049556,4.96,low,Supported reporting and control improvements across a regulated programme.
170674,Programme Delivery,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Supports programme delivery through planning, coordination, tracking actions, and driving milestones.",0.0,0.029177,0.243145,0.097258,9.73,low,"Contributed to stakeholder coordination, issue tracking, and process improvement activity."
170674,Data Governance,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Evidence of Data Governance includes practical delivery using Data Governance to solve problems, support implementation, analyse information, and contribute to business outcomes.",0.0,0.01707,0.142254,0.056902,5.69,low,Worked with business and technology teams to refine requirements and test delivery outputs.
170674,Python,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Uses Python for scripting, automation, backend development, and data analysis.",0.0,0.0,0.0,0.0,0.0,low,
170674,Data Analysis,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Applies data analysis to interpret datasets, identify patterns, and produce actionable insights.",0.0,0.0,0.0,0.0,0.0,low,
170674,Power BI,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Uses Power BI to build dashboards, visualise data, and communicate performance insights.",0.0,0.0,0.0,0.0,0.0,low,
170674,Regulatory Reporting,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Supports regulatory reporting by preparing accurate submissions, validating data, and meeting reporting requirements.",0.0,0.025748,0.214567,0.085827,8.58,low,Supported reporting and control improvements across a regulated programme.
170674,Stakeholder Management,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Manages stakeholders by gathering requirements, aligning priorities, and communicating progress clearly.",0.0,0.012577,0.10481,0.041924,4.19,low,Worked with business and technology teams to refine requirements and test delivery outputs.
170674,Risk Controls,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Applies risk controls to assess issues, strengthen governance, and improve control effectiveness.",0.0,0.015561,0.129677,0.051871,5.19,low,Supported reporting and control improvements across a regulated programme.
170674,ETL Design,worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity,"Designs ETL processes to extract, transform, validate, and load data across systems.",0.0,0.0,0.0,0.0,0.0,low,
662336,ETL Design,supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme,"Designs ETL processes to extract, transform, validate, and load data across systems.",0.0,0.0,0.0,0.0,0.0,low,
662336,SQL,supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme,"Uses SQL to query databases, join tables, transform data, and support reporting or analysis.",0.0,0.014867,0.123889,0.049556,4.96,low,Supported reporting and control improvements across a regulated programme.
662336,Power BI,supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme,"Uses Power BI to build dashboards, visualise data, and communicate performance insights.",0.0,0.0,0.0,0.0,0.0,low,
662336,Data Governance,supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs supported reporting and control improvements across a regulated programme contributed to stakeholder coordination issue tracking and process improvement activity worked with business and technology teams to refine requirements and test delivery outputs contributed to stakeholder coordination issue tracking and process improvement activity supported reporting and control improvements across a regulated programme,"Evidence of Data Governance includes practical delivery using Data Governance to solve problems, support implementation, analyse information, and contribute to business outcomes.",0.0,0.01707,0.142254,0.056902,5.69,low,Worked with business and technology teams to refine requirements and test delivery outputs.
