talentlinkId,skill_id,skill,category,declared_skills_json,is_declared_skill,position_text,job_history_text,biography_text,combined_text,biography_tfidf_score,job_description_tfidf_score,biography_confidence_score,job_description_confidence_score,confidence_score,sum_tfidf_score,biography_competency_score,job_description_competency_score,sum_competency_score,competency_score_rank
10435578,SK001,Data Analysis,Analytics,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",False,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.017027,0.0,0.0,0.0,0.017027,0.0,0.0,0.0,-1
10435578,SK002,Data Governance,Governance,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",False,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.008688,0.0,0.4,20.0,0.008688,0.0,0.35,0.35,4
10435578,SK003,ETL Design,Data Engineering,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",True,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
10435578,SK004,Power BI,Analytics,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",True,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
10435578,SK005,Programme Delivery,Delivery,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",False,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.094221,0.0,0.4,20.0,0.094221,0.0,3.77,3.77,1
10435578,SK006,Python,Engineering,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",False,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.009465,0.0,0.0,0.0,0.009465,0.0,0.0,0.0,-1
10435578,SK007,Regulatory Reporting,Compliance,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",False,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.033077,0.0,0.4,20.0,0.033077,0.0,1.32,1.32,2
10435578,SK008,Risk Controls,Risk,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",True,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.03096,0.0,0.4,20.0,0.03096,0.0,1.24,1.24,3
10435578,SK009,SQL,Data Engineering,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",False,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.008618,0.0,0.4,20.0,0.008618,0.0,0.34,0.34,5
10435578,SK010,Stakeholder Management,Delivery,"[""Power BI"", ""ETL Design"", ""Risk Controls""]",False,,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",,"Worked with business and technology teams to refine requirements and test delivery outputs. Supported reporting and control improvements across a regulated programme. Supported reporting and control improvements across a regulated programme. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Supported reporting and control improvements across a regulated programme. Worked with business and technology teams to refine requirements and test delivery outputs. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.031064,0.0,0.4,20.0,0.031064,0.0,1.24,1.24,3
13358751,SK001,Data Analysis,Analytics,"[""Regulatory Reporting"", ""Risk Controls"", ""ETL Design"", ""Python"", ""Stakeholder Management"", ""Data Governance"", ""Data Analysis"", ""Power BI"", ""SQL"", ""Programme Delivery""]",True,Senior Consultant Data Analyst Business Analyst,"Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.019852,0.018568,0.0,0.0,0.0,0.03842,0.0,0.0,0.0,-1
13358751,SK002,Data Governance,Governance,"[""Regulatory Reporting"", ""Risk Controls"", ""ETL Design"", ""Python"", ""Stakeholder Management"", ""Data Governance"", ""Data Analysis"", ""Power BI"", ""SQL"", ""Programme Delivery""]",True,Senior Consultant Data Analyst Business Analyst,"Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.046118,0.0,0.0,0.4,20.0,0.046118,0.0,0.0,0.0,-1
13358751,SK003,ETL Design,Data Engineering,"[""Regulatory Reporting"", ""Risk Controls"", ""ETL Design"", ""Python"", ""Stakeholder Management"", ""Data Governance"", ""Data Analysis"", ""Power BI"", ""SQL"", ""Programme Delivery""]",True,Senior Consultant Data Analyst Business Analyst,"Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
13358751,SK004,Power BI,Analytics,"[""Regulatory Reporting"", ""Risk Controls"", ""ETL Design"", ""Python"", ""Stakeholder Management"", ""Data Governance"", ""Data Analysis"", ""Power BI"", ""SQL"", ""Programme Delivery""]",True,Senior Consultant Data Analyst Business Analyst,"Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.0,0.0,0.4,0.0,20.0,0.0,0.0,0.0,0.0,-1
13358751,SK005,Programme Delivery,Delivery,"[""Regulatory Reporting"", ""Risk Controls"", ""ETL Design"", ""Python"", ""Stakeholder Management"", ""Data Governance"", ""Data Analysis"", ""Power BI"", ""SQL"", ""Programme Delivery""]",True,Senior Consultant Data Analyst Business Analyst,"Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.016592,0.097607,0.4,0.4,40.0,0.114199,0.66,3.9,4.57,1
13358751,SK006,Python,Engineering,"[""Regulatory Reporting"", ""Risk Controls"", ""ETL Design"", ""Python"", ""Stakeholder Management"", ""Data Governance"", ""Data Analysis"", ""Power BI"", ""SQL"", ""Programme Delivery""]",True,Senior Consultant Data Analyst Business Analyst,"Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration. Contributed to stakeholder coordination, issue tracking, and process improvement activity. Worked with business and technology teams to refine requirements and test delivery outputs.",0.011035,0.0,0.0,0.0,0.0,0.011035,0.0,0.0,0.0,-1
