talentlinkId,skills,biography,description,position,standardized_summary,matched_skills_json,clean_skill_evidence_text
779094,"['Regulatory Reporting', 'Python', 'SQL', 'Risk Controls', 'Data Governance', 'ETL Design', 'Power BI', 'Data Analysis', 'Stakeholder Management', 'Programme Delivery']","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.",business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration,Consultant Senior Consultant Risk Analyst Business Analyst,"Biography: Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","[{""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""SQL"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Power BI"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Stakeholder Management"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""medium""}, {""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Supports complex programmes with a focus on quality, pace, and collaboration."", ""evidence_sentence"": ""Supports complex programmes with a focus on quality, pace, and collaboration."", ""evidence_strength"": ""low""}]",business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration
98117,"['Data Governance', 'Python', 'SQL', 'ETL Design', 'Stakeholder Management', 'Programme Delivery', 'Power BI']","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Comfortable translating business needs into clear analysis and execution plans.",comfortable translating business needs into clear analysis and execution plans business focused analyst with experience across reporting controls and stakeholder engagement comfortable translating business needs into clear analysis and execution plans business focused analyst with experience across reporting controls and stakeholder engagement,Data Analyst Business Analyst,"Biography: Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Comfortable translating business needs into clear analysis and execution plans.","[{""skill"": ""Python"", ""evidence_phrase"": ""Comfortable translating business needs into clear analysis and execution plans."", ""evidence_sentence"": ""Comfortable translating business needs into clear analysis and execution plans."", ""evidence_strength"": ""low""}, {""skill"": ""SQL"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Stakeholder Management"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""medium""}, {""skill"": ""Power BI"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}]",comfortable translating business needs into clear analysis and execution plans business focused analyst with experience across reporting controls and stakeholder engagement comfortable translating business needs into clear analysis and execution plans business focused analyst with experience across reporting controls and stakeholder engagement
1043037,"['Programme Delivery', 'Risk Controls', 'Regulatory Reporting', 'Data Analysis', 'Data Governance', 'Python', 'Stakeholder Management', 'Power BI', 'ETL Design', 'SQL']","Consulting professional supporting data quality, governance, and delivery outcomes. Comfortable translating business needs into clear analysis and execution plans.",consulting professional supporting data quality governance and delivery outcomes consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans,Project Analyst Data Analyst Risk Analyst Consultant,"Biography: Consulting professional supporting data quality, governance, and delivery outcomes. Comfortable translating business needs into clear analysis and execution plans.","[{""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Data Analysis"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Data Governance"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""medium""}, {""skill"": ""Python"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Power BI"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""ETL Design"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""SQL"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}]",consulting professional supporting data quality governance and delivery outcomes consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans
626690,"['Data Analysis', 'SQL', 'Regulatory Reporting', 'Power BI', 'Stakeholder Management', 'Data Governance', 'ETL Design', 'Risk Controls', 'Python', 'Programme Delivery']","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Brings a practical approach to structured problem solving and cross-functional delivery.",business focused analyst with experience across reporting controls and stakeholder engagement business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery brings a practical approach to structured problem solving and cross functional delivery,Data Analyst Consultant Senior Consultant Project Analyst Business Analyst Risk Analyst,"Biography: Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Brings a practical approach to structured problem solving and cross-functional delivery.","[{""skill"": ""SQL"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Power BI"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Stakeholder Management"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""medium""}, {""skill"": ""Data Governance"", ""evidence_phrase"": ""Brings a practical approach to structured problem solving and cross-functional delivery."", ""evidence_sentence"": ""Brings a practical approach to structured problem solving and cross-functional delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Brings a practical approach to structured problem solving and cross-functional delivery."", ""evidence_sentence"": ""Brings a practical approach to structured problem solving and cross-functional delivery."", ""evidence_strength"": ""low""}]",business focused analyst with experience across reporting controls and stakeholder engagement business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery brings a practical approach to structured problem solving and cross functional delivery
66881,"['ETL Design', 'SQL', 'Python', 'Data Governance', 'Stakeholder Management']","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Brings a practical approach to structured problem solving and cross-functional delivery.",business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,Senior Consultant Consultant Data Analyst Risk Analyst Business Analyst Project Analyst,"Biography: Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Brings a practical approach to structured problem solving and cross-functional delivery.","[{""skill"": ""SQL"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Data Governance"", ""evidence_phrase"": ""Brings a practical approach to structured problem solving and cross-functional delivery."", ""evidence_sentence"": ""Brings a practical approach to structured problem solving and cross-functional delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Stakeholder Management"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""medium""}]",business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery
44269370,"['Programme Delivery', 'Data Analysis', 'Stakeholder Management', 'Power BI', 'Data Governance', 'ETL Design', 'Risk Controls', 'Python', 'Regulatory Reporting', 'SQL']","Experienced consultant with a background in data, risk, and transformation delivery. Comfortable translating business needs into clear analysis and execution plans.",experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,Consultant Senior Consultant Business Analyst,"Biography: Experienced consultant with a background in data, risk, and transformation delivery. Comfortable translating business needs into clear analysis and execution plans.","[{""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Data Analysis"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Power BI"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Data Governance"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""ETL Design"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Python"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""SQL"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}]",experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans
13358751,"['Regulatory Reporting', 'Risk Controls', 'ETL Design', 'Python', 'Stakeholder Management', 'Data Governance', 'Data Analysis', 'Power BI', 'SQL', 'Programme Delivery']","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.",business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration,Senior Consultant Data Analyst Business Analyst,"Biography: Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","[{""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Stakeholder Management"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""medium""}, {""skill"": ""Power BI"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""SQL"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Supports complex programmes with a focus on quality, pace, and collaboration."", ""evidence_sentence"": ""Supports complex programmes with a focus on quality, pace, and collaboration."", ""evidence_strength"": ""low""}]",business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration
47546086,"['Stakeholder Management', 'Power BI', 'Data Governance', 'ETL Design', 'SQL', 'Python', 'Programme Delivery', 'Risk Controls', 'Regulatory Reporting', 'Data Analysis']","Experienced consultant with a background in data, risk, and transformation delivery. Comfortable translating business needs into clear analysis and execution plans.",experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,Risk Analyst Data Analyst Consultant Senior Consultant Project Analyst,"Biography: Experienced consultant with a background in data, risk, and transformation delivery. Comfortable translating business needs into clear analysis and execution plans.","[{""skill"": ""Power BI"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Data Governance"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""ETL Design"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""SQL"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Python"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Data Analysis"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}]",experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans
72422,"['Data Analysis', 'Power BI', 'Regulatory Reporting', 'Programme Delivery', 'SQL', 'Risk Controls', 'ETL Design', 'Data Governance', 'Stakeholder Management']","Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.",business focused analyst with experience across reporting controls and stakeholder engagement business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration supports complex programmes with a focus on quality pace and collaboration,Senior Consultant Project Analyst Data Analyst Consultant Risk Analyst,"Biography: Business-focused analyst with experience across reporting, controls, and stakeholder engagement. Supports complex programmes with a focus on quality, pace, and collaboration.","[{""skill"": ""Power BI"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Supports complex programmes with a focus on quality, pace, and collaboration."", ""evidence_sentence"": ""Supports complex programmes with a focus on quality, pace, and collaboration."", ""evidence_strength"": ""low""}, {""skill"": ""SQL"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""low""}, {""skill"": ""Stakeholder Management"", ""evidence_phrase"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_sentence"": ""Business-focused analyst with experience across reporting, controls, and stakeholder engagement."", ""evidence_strength"": ""medium""}]",business focused analyst with experience across reporting controls and stakeholder engagement business focused analyst with experience across reporting controls and stakeholder engagement supports complex programmes with a focus on quality pace and collaboration supports complex programmes with a focus on quality pace and collaboration
7390515,"['SQL', 'Data Analysis', 'Stakeholder Management', 'Data Governance', 'Regulatory Reporting', 'Power BI', 'Programme Delivery', 'ETL Design', 'Python', 'Risk Controls']","Experienced consultant with a background in data, risk, and transformation delivery. Supports complex programmes with a focus on quality, pace, and collaboration.",experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,Business Analyst Data Analyst Senior Consultant Consultant Project Analyst,"Biography: Experienced consultant with a background in data, risk, and transformation delivery. Supports complex programmes with a focus on quality, pace, and collaboration.","[{""skill"": ""SQL"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Data Analysis"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Data Governance"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Power BI"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""ETL Design"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Python"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_sentence"": ""Experienced consultant with a background in data, risk, and transformation delivery."", ""evidence_strength"": ""low""}]",experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration
494468,"['SQL', 'Regulatory Reporting', 'Python', 'Power BI', 'Risk Controls', 'Data Governance', 'Programme Delivery', 'ETL Design', 'Stakeholder Management', 'Data Analysis']","Consulting professional supporting data quality, governance, and delivery outcomes. Comfortable translating business needs into clear analysis and execution plans.",consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,Consultant Business Analyst,"Biography: Consulting professional supporting data quality, governance, and delivery outcomes. Comfortable translating business needs into clear analysis and execution plans.","[{""skill"": ""SQL"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Regulatory Reporting"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Python"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Power BI"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Risk Controls"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Data Governance"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""medium""}, {""skill"": ""Programme Delivery"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""ETL Design"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}, {""skill"": ""Data Analysis"", ""evidence_phrase"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_sentence"": ""Consulting professional supporting data quality, governance, and delivery outcomes."", ""evidence_strength"": ""low""}]",consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes
