talentlinkId,skill_id,skill,category,cleaned_description,source,matched_aliases,evidence_snippets,taxonomy_score,tfidf_score,similarity_score,graph_boost_score,final_score,competency_score,employee_average_competency_score,score_band
70217,SK001,Data Analysis,Analytics,consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.010068,0.010068,0.0,0.0,0.0,4.81,low
70217,SK002,Data Governance,Governance,consulting professional supporting data quality governance and delivery outcomes,alias,"[""data quality""]","[""consulting professional supporting data quality governance and delivery outcomes""]",0.92,0.130759,0.130759,0.0,0.367531,36.75,4.81,medium
70217,SK003,ETL Design,Data Engineering,consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.010398,0.010398,0.0,0.0,0.0,4.81,low
70217,SK004,Power BI,Analytics,consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,4.81,low
70217,SK005,Programme Delivery,Delivery,consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.048811,0.048811,0.0,0.0,0.0,4.81,low
70217,SK006,Python,Engineering,consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.011146,0.011146,0.0,0.0,0.0,4.81,low
70217,SK007,Regulatory Reporting,Compliance,consulting professional supporting data quality governance and delivery outcomes,graph,[],[],0.0,0.010515,0.010515,0.058805,0.058805,5.88,4.81,low
70217,SK008,Risk Controls,Risk,consulting professional supporting data quality governance and delivery outcomes,graph,[],[],0.0,0.0,0.0,0.05513,0.05513,5.51,4.81,low
70217,SK009,SQL,Data Engineering,consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.01015,0.01015,0.0,0.0,0.0,4.81,low
70217,SK010,Stakeholder Management,Delivery,consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.023071,0.023071,0.0,0.0,0.0,4.81,low
271339,SK001,Data Analysis,Analytics,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.008735,0.008735,0.0,0.0,0.0,0.0,low
271339,SK002,Data Governance,Governance,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.030314,0.030314,0.0,0.0,0.0,0.0,low
271339,SK003,ETL Design,Data Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.009022,0.009022,0.0,0.0,0.0,0.0,low
271339,SK004,Power BI,Analytics,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
271339,SK005,Programme Delivery,Delivery,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.033681,0.033681,0.0,0.0,0.0,0.0,low
271339,SK006,Python,Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.009671,0.009671,0.0,0.0,0.0,0.0,low
271339,SK007,Regulatory Reporting,Compliance,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.021192,0.021192,0.0,0.0,0.0,0.0,low
271339,SK008,Risk Controls,Risk,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.026901,0.026901,0.0,0.0,0.0,0.0,low
271339,SK009,SQL,Data Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.008807,0.008807,0.0,0.0,0.0,0.0,low
271339,SK010,Stakeholder Management,Delivery,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.020017,0.020017,0.0,0.0,0.0,0.0,low
88320463,SK001,Data Analysis,Analytics,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.006696,0.006696,0.0,0.0,0.0,0.0,low
88320463,SK002,Data Governance,Governance,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.011538,0.011538,0.0,0.0,0.0,0.0,low
88320463,SK003,ETL Design,Data Engineering,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.006915,0.006915,0.0,0.0,0.0,0.0,low
88320463,SK004,Power BI,Analytics,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
88320463,SK005,Programme Delivery,Delivery,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.02281,0.02281,0.0,0.0,0.0,0.0,low
88320463,SK006,Python,Engineering,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.072581,0.072581,0.0,0.0,0.0,0.0,low
88320463,SK007,Regulatory Reporting,Compliance,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.006993,0.006993,0.0,0.0,0.0,0.0,low
88320463,SK008,Risk Controls,Risk,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.02062,0.02062,0.0,0.0,0.0,0.0,low
88320463,SK009,SQL,Data Engineering,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.00675,0.00675,0.0,0.0,0.0,0.0,low
88320463,SK010,Stakeholder Management,Delivery,experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery experienced consultant with a background in data risk and transformation delivery brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.123417,0.123417,0.0,0.0,0.0,0.0,low
170674,SK001,Data Analysis,Analytics,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.031124,0.031124,0.0,0.0,0.0,4.6,low
170674,SK002,Data Governance,Governance,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,alias,"[""data quality""]","[""consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes""]",0.92,0.107062,0.107062,0.0,0.350943,35.09,4.6,medium
170674,SK003,ETL Design,Data Engineering,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.008514,0.008514,0.0,0.0,0.0,4.6,low
170674,SK004,Power BI,Analytics,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,4.6,low
170674,SK005,Programme Delivery,Delivery,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.039965,0.039965,0.0,0.0,0.0,4.6,low
170674,SK006,Python,Engineering,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.018762,0.018762,0.0,0.0,0.0,4.6,low
170674,SK007,Regulatory Reporting,Compliance,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,graph,[],[],0.0,0.008609,0.008609,0.056151,0.056151,5.62,4.6,low
170674,SK008,Risk Controls,Risk,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,graph,[],[],0.0,0.0,0.0,0.052642,0.052642,5.26,4.6,low
170674,SK009,SQL,Data Engineering,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.01708,0.01708,0.0,0.0,0.0,4.6,low
170674,SK010,Stakeholder Management,Delivery,consulting professional supporting data quality governance and delivery outcomes comfortable translating business needs into clear analysis and execution plans consulting professional supporting data quality governance and delivery outcomes,,[],[],0.0,0.01889,0.01889,0.0,0.0,0.0,4.6,low
662336,SK001,Data Analysis,Analytics,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.018683,0.018683,0.0,0.0,0.0,3.52,low
662336,SK002,Data Governance,Governance,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.024239,0.024239,0.0,0.0,0.0,3.52,low
662336,SK003,ETL Design,Data Engineering,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,3.52,low
662336,SK004,Power BI,Analytics,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,3.52,low
662336,SK005,Programme Delivery,Delivery,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.015614,0.015614,0.0,0.0,0.0,3.52,low
662336,SK006,Python,Engineering,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.073345,0.073345,0.0,0.0,0.0,3.52,low
662336,SK007,Regulatory Reporting,Compliance,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.016628,0.016628,0.0,0.0,0.0,3.52,low
662336,SK008,Risk Controls,Risk,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.01536,0.01536,0.0,0.0,0.0,3.52,low
662336,SK009,SQL,Data Engineering,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,,[],[],0.0,0.009456,0.009456,0.0,0.0,0.0,3.52,low
662336,SK010,Stakeholder Management,Delivery,business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery,alias,"[""stakeholder engagement""]","[""business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery business focused analyst with experience across reporting controls and stakeholder engagement brings a practical approach to structured problem solving and cross functional delivery""]",0.91,0.11288,0.11288,0.0,0.352016,35.2,3.52,medium
84593961,SK001,Data Analysis,Analytics,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.008735,0.008735,0.0,0.0,0.0,0.0,low
84593961,SK002,Data Governance,Governance,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.030314,0.030314,0.0,0.0,0.0,0.0,low
84593961,SK003,ETL Design,Data Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.009022,0.009022,0.0,0.0,0.0,0.0,low
84593961,SK004,Power BI,Analytics,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
84593961,SK005,Programme Delivery,Delivery,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.033681,0.033681,0.0,0.0,0.0,0.0,low
84593961,SK006,Python,Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.009671,0.009671,0.0,0.0,0.0,0.0,low
84593961,SK007,Regulatory Reporting,Compliance,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.021192,0.021192,0.0,0.0,0.0,0.0,low
84593961,SK008,Risk Controls,Risk,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.026901,0.026901,0.0,0.0,0.0,0.0,low
84593961,SK009,SQL,Data Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.008807,0.008807,0.0,0.0,0.0,0.0,low
84593961,SK010,Stakeholder Management,Delivery,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.020017,0.020017,0.0,0.0,0.0,0.0,low
9874152,SK001,Data Analysis,Analytics,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.032328,0.032328,0.0,0.0,0.0,0.0,low
9874152,SK002,Data Governance,Governance,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.014755,0.014755,0.0,0.0,0.0,0.0,low
9874152,SK003,ETL Design,Data Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.008843,0.008843,0.0,0.0,0.0,0.0,low
9874152,SK004,Power BI,Analytics,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
9874152,SK005,Programme Delivery,Delivery,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.020697,0.020697,0.0,0.0,0.0,0.0,low
9874152,SK006,Python,Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.019488,0.019488,0.0,0.0,0.0,0.0,low
9874152,SK007,Regulatory Reporting,Compliance,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.008942,0.008942,0.0,0.0,0.0,0.0,low
9874152,SK008,Risk Controls,Risk,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.026369,0.026369,0.0,0.0,0.0,0.0,low
9874152,SK009,SQL,Data Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.017741,0.017741,0.0,0.0,0.0,0.0,low
9874152,SK010,Stakeholder Management,Delivery,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.019621,0.019621,0.0,0.0,0.0,0.0,low
877236,SK001,Data Analysis,Analytics,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.008735,0.008735,0.0,0.0,0.0,0.0,low
877236,SK002,Data Governance,Governance,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.030314,0.030314,0.0,0.0,0.0,0.0,low
877236,SK003,ETL Design,Data Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.009022,0.009022,0.0,0.0,0.0,0.0,low
877236,SK004,Power BI,Analytics,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
877236,SK005,Programme Delivery,Delivery,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.033681,0.033681,0.0,0.0,0.0,0.0,low
877236,SK006,Python,Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.009671,0.009671,0.0,0.0,0.0,0.0,low
877236,SK007,Regulatory Reporting,Compliance,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.021192,0.021192,0.0,0.0,0.0,0.0,low
877236,SK008,Risk Controls,Risk,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.026901,0.026901,0.0,0.0,0.0,0.0,low
877236,SK009,SQL,Data Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.008807,0.008807,0.0,0.0,0.0,0.0,low
877236,SK010,Stakeholder Management,Delivery,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.020017,0.020017,0.0,0.0,0.0,0.0,low
8235969,SK001,Data Analysis,Analytics,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.008735,0.008735,0.0,0.0,0.0,0.0,low
8235969,SK002,Data Governance,Governance,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.030314,0.030314,0.0,0.0,0.0,0.0,low
8235969,SK003,ETL Design,Data Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.009022,0.009022,0.0,0.0,0.0,0.0,low
8235969,SK004,Power BI,Analytics,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
8235969,SK005,Programme Delivery,Delivery,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.033681,0.033681,0.0,0.0,0.0,0.0,low
8235969,SK006,Python,Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.009671,0.009671,0.0,0.0,0.0,0.0,low
8235969,SK007,Regulatory Reporting,Compliance,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.021192,0.021192,0.0,0.0,0.0,0.0,low
8235969,SK008,Risk Controls,Risk,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.026901,0.026901,0.0,0.0,0.0,0.0,low
8235969,SK009,SQL,Data Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.008807,0.008807,0.0,0.0,0.0,0.0,low
8235969,SK010,Stakeholder Management,Delivery,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration,,[],[],0.0,0.020017,0.020017,0.0,0.0,0.0,0.0,low
87844239,SK001,Data Analysis,Analytics,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.008735,0.008735,0.0,0.0,0.0,0.0,low
87844239,SK002,Data Governance,Governance,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.030314,0.030314,0.0,0.0,0.0,0.0,low
87844239,SK003,ETL Design,Data Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.009022,0.009022,0.0,0.0,0.0,0.0,low
87844239,SK004,Power BI,Analytics,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
87844239,SK005,Programme Delivery,Delivery,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.033681,0.033681,0.0,0.0,0.0,0.0,low
87844239,SK006,Python,Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.009671,0.009671,0.0,0.0,0.0,0.0,low
87844239,SK007,Regulatory Reporting,Compliance,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.021192,0.021192,0.0,0.0,0.0,0.0,low
87844239,SK008,Risk Controls,Risk,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.026901,0.026901,0.0,0.0,0.0,0.0,low
87844239,SK009,SQL,Data Engineering,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.008807,0.008807,0.0,0.0,0.0,0.0,low
87844239,SK010,Stakeholder Management,Delivery,experienced consultant with a background in data risk and transformation delivery supports complex programmes with a focus on quality pace and collaboration experienced consultant with a background in data risk and transformation delivery,,[],[],0.0,0.020017,0.020017,0.0,0.0,0.0,0.0,low
76354180,SK001,Data Analysis,Analytics,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.032328,0.032328,0.0,0.0,0.0,0.0,low
76354180,SK002,Data Governance,Governance,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.014755,0.014755,0.0,0.0,0.0,0.0,low
76354180,SK003,ETL Design,Data Engineering,experienced consultant with a background in data risk and transformation delivery experienced consultant with a background in data risk and transformation delivery comfortable translating business needs into clear analysis and execution plans,,[],[],0.0,0.008843,0.008843,0.0,0.0,0.0,0.0,low
