talentlinkId,skill,competency_score
71462,Data Analysis,40.0
71462,Risk Controls,40.0
71462,Programme Delivery,40.0
71462,ETL Design,40.0
71462,SQL,40.0
71462,Python,40.0
71462,Regulatory Reporting,40.0
23891786,Data Governance,40.0
23891786,Programme Delivery,40.0
23891786,Stakeholder Management,40.0
23891786,Regulatory Reporting,40.0
23891786,Risk Controls,40.0
23891786,Python,40.0
23891786,ETL Design,40.0
23891786,Data Analysis,40.0
23891786,SQL,40.0
23891786,Power BI,40.0
92590645,SQL,40.0
92590645,Power BI,40.0
92590645,Data Governance,40.0
92590645,ETL Design,40.0
92590645,Python,40.0
92590645,Programme Delivery,40.0
92590645,Data Analysis,40.0
92590645,Stakeholder Management,0.0
92590645,Risk Controls,40.0
92590645,Regulatory Reporting,40.0
853448,ETL Design,0.0
853448,Data Analysis,0.0
853448,Programme Delivery,40.0
853448,Python,0.0
853448,Stakeholder Management,70.0
853448,Risk Controls,40.0
853448,Power BI,40.0
853448,Data Governance,40.0
853448,Regulatory Reporting,40.0
853448,SQL,40.0
146489,Data Analysis,40.0
146489,Risk Controls,40.0
146489,ETL Design,40.0
146489,Data Governance,70.0
146489,SQL,40.0
146489,Power BI,40.0
146489,Regulatory Reporting,40.0
146489,Python,40.0
146489,Stakeholder Management,0.0
1802018,Data Analysis,0.0
1802018,Programme Delivery,40.0
1802018,Data Governance,40.0
1802018,Python,0.0
1802018,SQL,40.0
1802018,Stakeholder Management,70.0
1802018,Risk Controls,40.0
1802018,Regulatory Reporting,40.0
1802018,Power BI,40.0
1802018,ETL Design,0.0
90882505,Programme Delivery,40.0
90882505,Power BI,40.0
90882505,Data Analysis,0.0
90882505,Stakeholder Management,70.0
7423230,Data Analysis,40.0
7423230,Programme Delivery,0.0
7423230,Power BI,40.0
7423230,Stakeholder Management,70.0
7423230,Regulatory Reporting,40.0
7423230,Data Governance,0.0
7423230,SQL,40.0
7423230,Risk Controls,40.0
7423230,ETL Design,0.0
7423230,Python,40.0
9240971,Power BI,40.0
9240971,Python,40.0
9240971,SQL,40.0
9240971,Data Governance,70.0
9240971,Risk Controls,40.0
84040798,Stakeholder Management,0.0
84040798,Regulatory Reporting,40.0
84040798,Data Governance,70.0
84040798,Programme Delivery,40.0
84040798,Risk Controls,40.0
84040798,ETL Design,40.0
84040798,Data Analysis,40.0
84040798,Power BI,40.0
84040798,Python,40.0
84040798,SQL,40.0
27551135,Data Analysis,40.0
27551135,ETL Design,0.0
27551135,Data Governance,0.0
27551135,Risk Controls,40.0
27551135,SQL,40.0
27551135,Programme Delivery,0.0
27551135,Power BI,40.0
77839607,Power BI,40.0
77839607,Stakeholder Management,0.0
77839607,Risk Controls,40.0
77839607,Programme Delivery,40.0
77839607,SQL,40.0
77839607,Data Analysis,40.0
77839607,Python,40.0
77839607,ETL Design,40.0
77839607,Regulatory Reporting,40.0
77839607,Data Governance,40.0
2233658,Data Governance,70.0
2233658,Power BI,40.0
2233658,Python,40.0
2233658,Risk Controls,40.0
2233658,Regulatory Reporting,40.0
2233658,ETL Design,40.0
2233658,Data Analysis,40.0
2233658,SQL,40.0
2233658,Programme Delivery,40.0
2233658,Stakeholder Management,0.0
32885741,SQL,40.0
32885741,Stakeholder Management,0.0
32885741,Regulatory Reporting,40.0
32885741,Data Governance,70.0
32885741,ETL Design,40.0
32885741,Python,40.0
32885741,Data Analysis,40.0
32885741,Power BI,40.0
32885741,Programme Delivery,40.0
32885741,Risk Controls,40.0
6943949,Python,0.0
6943949,Power BI,40.0
6943949,SQL,40.0
6943949,Data Analysis,0.0
6943949,Risk Controls,40.0
6943949,Data Governance,40.0
6943949,Stakeholder Management,70.0
6943949,ETL Design,0.0
6943949,Programme Delivery,40.0
6943949,Regulatory Reporting,40.0
97313825,SQL,40.0
97313825,Regulatory Reporting,40.0
97313825,Python,40.0
97313825,Data Governance,40.0
97313825,Data Analysis,40.0
97313825,Stakeholder Management,0.0
97313825,Risk Controls,40.0
97313825,Programme Delivery,40.0
97313825,ETL Design,40.0
97313825,Power BI,40.0
992400,Risk Controls,40.0
992400,Regulatory Reporting,40.0
992400,Data Analysis,40.0
992400,ETL Design,40.0
992400,SQL,40.0
992400,Python,40.0
992400,Stakeholder Management,0.0
992400,Power BI,40.0
992400,Programme Delivery,40.0
577079,Regulatory Reporting,40.0
577079,ETL Design,0.0
577079,SQL,40.0
577079,Power BI,40.0
577079,Programme Delivery,40.0
577079,Data Analysis,0.0
577079,Stakeholder Management,70.0
577079,Risk Controls,40.0
577079,Python,0.0
577079,Data Governance,40.0
22205980,Regulatory Reporting,40.0
22205980,Data Analysis,40.0
22205980,Python,40.0
22205980,Stakeholder Management,70.0
22205980,ETL Design,0.0
22205980,Programme Delivery,0.0
22205980,Risk Controls,40.0
22205980,Data Governance,0.0
22205980,Power BI,40.0
22205980,SQL,40.0
903028,Risk Controls,40.0
903028,Stakeholder Management,70.0
903028,Power BI,40.0
903028,Data Analysis,40.0
903028,Programme Delivery,0.0
903028,Regulatory Reporting,40.0
903028,ETL Design,0.0
903028,Data Governance,0.0
903028,SQL,40.0
903028,Python,40.0
4162177,Programme Delivery,40.0
4162177,SQL,40.0
4162177,Data Analysis,40.0
4162177,Stakeholder Management,40.0
4162177,Risk Controls,40.0
4162177,ETL Design,40.0
4162177,Data Governance,40.0
4162177,Regulatory Reporting,40.0
4162177,Power BI,40.0
4162177,Python,40.0
4974590,Stakeholder Management,70.0
4974590,Regulatory Reporting,40.0
4974590,Python,40.0
4974590,Risk Controls,40.0
4974590,Power BI,40.0
4974590,SQL,40.0
4974590,Data Governance,0.0
4974590,Programme Delivery,0.0
4974590,Data Analysis,40.0
4974590,ETL Design,0.0
3421820,Stakeholder Management,70.0
3421820,ETL Design,0.0
3421820,Power BI,40.0
3421820,SQL,40.0
3421820,Risk Controls,40.0
3421820,Python,0.0
3421820,Regulatory Reporting,40.0
3421820,Data Analysis,0.0
3421820,Programme Delivery,40.0
3421820,Data Governance,40.0
602681,Risk Controls,40.0
602681,ETL Design,40.0
602681,Data Analysis,40.0
602681,Programme Delivery,40.0
602681,Regulatory Reporting,40.0
602681,SQL,40.0
602681,Python,40.0
602681,Data Governance,40.0
602681,Stakeholder Management,0.0
602681,Power BI,40.0
34702473,Regulatory Reporting,40.0
34702473,Programme Delivery,40.0
34702473,Data Governance,40.0
34702473,SQL,40.0
34702473,ETL Design,40.0
34702473,Power BI,40.0
34702473,Data Analysis,40.0
34702473,Python,40.0
34702473,Stakeholder Management,0.0
34702473,Risk Controls,40.0
60903955,SQL,40.0
60903955,Python,40.0
60903955,Data Governance,40.0
60903955,Data Analysis,40.0
60903955,Programme Delivery,40.0
60903955,Regulatory Reporting,40.0
60903955,ETL Design,40.0
60903955,Stakeholder Management,40.0
60903955,Risk Controls,40.0
60903955,Power BI,40.0
888795,Python,40.0
888795,ETL Design,40.0
888795,SQL,40.0
888795,Data Analysis,40.0
888795,Stakeholder Management,0.0
888795,Data Governance,70.0
888795,Programme Delivery,40.0
888795,Regulatory Reporting,40.0
888795,Risk Controls,40.0
888795,Power BI,40.0
473095,Power BI,40.0
473095,Stakeholder Management,70.0
473095,SQL,40.0
473095,Programme Delivery,40.0
473095,Regulatory Reporting,40.0
473095,Python,0.0
473095,Data Governance,40.0
473095,ETL Design,0.0
473095,Data Analysis,0.0
473095,Risk Controls,40.0
70242778,Stakeholder Management,0.0
70242778,ETL Design,40.0
70242778,Programme Delivery,40.0
70242778,Risk Controls,40.0
70242778,Data Governance,40.0
70242778,SQL,40.0
70242778,Data Analysis,40.0
70242778,Python,40.0
70242778,Power BI,40.0
70242778,Regulatory Reporting,40.0
3980258,Python,0.0
3980258,Stakeholder Management,70.0
3980258,Regulatory Reporting,40.0
3980258,ETL Design,0.0
3980258,SQL,40.0
3980258,Data Governance,40.0
3980258,Power BI,40.0
3980258,Risk Controls,40.0
3980258,Programme Delivery,40.0
3980258,Data Analysis,0.0
60598851,Data Analysis,0.0
60598851,Risk Controls,40.0
60598851,Data Governance,40.0
60598851,SQL,40.0
60598851,Programme Delivery,40.0
60598851,Python,0.0
60598851,Stakeholder Management,70.0
60598851,Power BI,40.0
60598851,Regulatory Reporting,40.0
95295586,Regulatory Reporting,40.0
95295586,Data Analysis,40.0
95295586,Programme Delivery,40.0
95295586,Risk Controls,40.0
95295586,ETL Design,40.0
95295586,SQL,40.0
95295586,Power BI,40.0
95295586,Data Governance,40.0
95295586,Stakeholder Management,0.0
95295586,Python,40.0
4772246,SQL,40.0
4772246,Power BI,40.0
4772246,Regulatory Reporting,40.0
4772246,Data Governance,40.0
4772246,Risk Controls,40.0
4772246,Stakeholder Management,70.0
4772246,Python,0.0
4772246,Programme Delivery,40.0
320073,Data Governance,40.0
320073,Python,40.0
320073,ETL Design,40.0
320073,Data Analysis,40.0
320073,Risk Controls,40.0
320073,Regulatory Reporting,40.0
320073,Stakeholder Management,40.0
320073,Power BI,40.0
320073,Programme Delivery,40.0
5153279,Data Governance,70.0
5153279,Python,40.0
5153279,Power BI,40.0
5153279,SQL,40.0
5153279,Data Analysis,40.0
5153279,ETL Design,40.0
5153279,Regulatory Reporting,40.0
5153279,Programme Delivery,40.0
5153279,Risk Controls,40.0
46042404,Regulatory Reporting,40.0
46042404,Risk Controls,40.0
46042404,Python,40.0
46042404,Power BI,40.0
46042404,Data Governance,70.0
46042404,Data Analysis,40.0
46042404,ETL Design,40.0
46042404,Stakeholder Management,0.0
46042404,Programme Delivery,40.0
46042404,SQL,40.0
3777050,Data Analysis,40.0
3777050,Stakeholder Management,40.0
3777050,Python,40.0
3777050,ETL Design,40.0
3777050,Data Governance,70.0
3777050,SQL,40.0
3777050,Power BI,40.0
3777050,Programme Delivery,40.0
3777050,Risk Controls,40.0
57182314,Stakeholder Management,40.0
57182314,Data Governance,40.0
57182314,Python,40.0
57182314,Risk Controls,40.0
57182314,Programme Delivery,40.0
57182314,SQL,40.0
57182314,Data Analysis,40.0
57182314,ETL Design,40.0
57182314,Regulatory Reporting,40.0
57182314,Power BI,40.0
